code,character,codepoint
1249,婞,U+5A5E
1250,婷,U+5A77
1251,婺,U+5A7A
1252,媒,U+5A92
1253,媚,U+5A9A
1254,媛,U+5A9B
1255,媟,U+5A9F
1256,媢,U+5AA2
1257,媧,U+5AA7
1258,媊,U+5A8A
1259,媕,U+5A95
1260,媖,U+5A96
1261,媳,U+5AB3
1262,媵,U+5AB5
1263,媸,U+5AB8
1264,媼,U+5ABC
1265,媽,U+5ABD
1266,媾,U+5ABE
1267,媿,U+5ABF
1268,嫁,U+5AC1
1269,嫂,U+5AC2
1270,嫄,U+5AC4
1271,嫉,U+5AC9
1272,嫋,U+5ACB
1273,嫌,U+5ACC
1274,媲,U+5AB2
1275,媺,U+5ABA
1276,嫖,U+5AD6
1277,嫗,U+5AD7
1278,嫠,U+5AE0
1279,嫡,U+5AE1
1280,嫣,U+5AE3
1281,嫦,U+5AE6
1282,嫩,U+5AE9
1283,嫪,U+5AEA
1284,嫘,U+5AD8
1285,嫚,U+5ADA
1286,嫜,U+5ADC
1287,嫫,U+5AEB
1288,嫺,U+5AFA
1289,媯,U+5AAF
1290,嬈,U+5B08
1291,嬉,U+5B09
1292,嬋,U+5B0B
1293,嬌,U+5B0C
1294,嬃,U+5B03
1295,嬖,U+5B16
1296,嬗,U+5B17
1297,嬙,U+5B19
1298,嬛,U+5B1B
1299,嬴,U+5B34
1300,嬪,U+5B2A
1301,嬷,U+5B37
1302,嬭,U+5B2D
1303,嬲,U+5B32
1304,嬾,U+5B3E
1305,嬰,U+5B30
1306,嬸,U+5B38
1307,孀,U+5B40
1308,孅,U+5B45
1309,孌,U+5B4C
1310,妞,U+599E
1311,子,U+5B50
1312,孑,U+5B51
1313,孔,U+5B54
1314,孕,U+5B55
1315,孖,U+5B56
1316,字,U+5B57
1317,存,U+5B58
1318,孚,U+5B5A
1319,孛,U+5B5B
1320,孜,U+5B5C
1321,孝,U+5B5D
1322,孟,U+5B5F
1323,季,U+5B63
1324,孤,U+5B64
1325,孥,U+5B65
1326,孩,U+5B69
1327,孫,U+5B6B
1328,孰,U+5B70
1329,孱,U+5B71
1330,孳,U+5B73
1331,學,U+5B78
1332,孺,U+5B7A
1333,孼,U+5B7C
1334,孿,U+5B7F
1335,孵,U+5B75
1336,宀,U+5B80
1337,宁,U+5B81
1338,它,U+5B83
1339,宄,U+5B84
1341,宅,U+5B85
1342,宇,U+5B87
1343,守,U+5B88
1344,安,U+5B89
1345,宋,U+5B8B
1346,完,U+5B8C
1347,宏,U+5B8F
1348,宓,U+5B93
1349,宕,U+5B95
1350,宗,U+5B97
1351,官,U+5B98
1352,宙,U+5B99
1353,定,U+5B9A
1354,宛,U+5B9B
1355,宜,U+5B9C
1356,客,U+5BA2
1357,宣,U+5BA3
1358,室,U+5BA4
1359,宥,U+5BA5
1360,宦,U+5BA6
1361,宬,U+5BAC
1362,宮,U+5BAE
1363,宰,U+5BB0
1364,害,U+5BB3
1365,宴,U+5BB4
1366,宵,U+5BB5
1367,家,U+5BB6
1368,宸,U+5BB8
1369,容,U+5BB9
1370,梥,U+68A5
1371,寀,U+5BC0
1372,宿,U+5BBF
1373,寁,U+5BC1
1374,寂,U+5BC2
1375,寃,U+5BC3
1376,寄,U+5BC4
1377,寅,U+5BC5
1378,密,U+5BC6
1379,寇,U+5BC7
1380,寧,U+5BE7
1381,富,U+5BCC
1382,寐,U+5BD0
1383,寒,U+5BD2
1384,寓,U+5BD3
1385,寔,U+5BD4
1386,寖,U+5BD6
1387,寘,U+5BD8
1388,寎,U+5BCE
1389,寞,U+5BDE
1390,察,U+5BDF
1391,寡,U+5BE1
1392,寢,U+5BE2
1393,寤,U+5BE4
1394,寥,U+5BE5
1395,實,U+5BE6
1396,寨,U+5BE8
1397,寠,U+5BE0
1398,寙,U+5BD9
1399,審,U+5BE9
1400,寫,U+5BEB
1401,寬,U+5BEC
1402,寮,U+5BEE
1403,寰,U+5BF0
1404,寵,U+5BF5
1405,寶,U+5BF6
1406,宧,U+5BA7
1407,寸,U+5BF8
1408,寺,U+5BFA
1409,封,U+5C01
1410,射,U+5C04
1412,將,U+5C07
1413,專,U+5C08
1414,尉,U+5C09
1415,尊,U+5C0A
1416,尋,U+5C0B
1417,對,U+5C0D
1418,導,U+5C0E
1420,小,U+5C0F
1421,少,U+5C11
1422,尔,U+5C14
1423,尖,U+5C16
1424,尚,U+5C1A
1425,尠,U+5C20
1426,尟,U+5C1F
1427,尕,U+5C15
1428,尢,U+5C22
1429,尤,U+5C24
1430,尨,U+5C28
1431,尪,U+5C2A
1432,就,U+5C31
1433,尰,U+5C30
1434,尲,U+5C32
1435,尬,U+5C2C
1437,尸,U+5C38
1438,尹,U+5C39
1439,尺,U+5C3A
1440,尻,U+5C3B
1441,尼,U+5C3C
1442,尾,U+5C3E
1443,尿,U+5C3F
1444,局,U+5C40
1445,屁,U+5C41
1446,居,U+5C45
1447,屆,U+5C46
1448,屈,U+5C48
1449,屉,U+5C49
1450,屋,U+5C4B
1451,屍,U+5C4D
1452,屎,U+5C4E
1453,屐,U+5C50
1454,屑,U+5C51
1455,展,U+5C55
1456,屛,U+5C5B
1457,屝,U+5C5D
1458,屠,U+5C60
1459,屢,U+5C62
1460,屣,U+5C63
1461,層,U+5C64
1462,履,U+5C65
1463,屧,U+5C67
1464,屨,U+5C68
1465,屩,U+5C69
1466,屬,U+5C6C
1467,屭,U+5C6D
1469,屮,U+5C6E
1470,屯,U+5C6F
1471,岳,U+5CB3
1472,山,U+5C71
1473,屹,U+5C79
1474,屺,U+5C7A
1475,屼,U+5C7C
1476,岌,U+5C8C
1477,岐,U+5C90
1478,岑,U+5C91
1479,岔,U+5C94
1480,岅,U+5C85
1481,岡,U+5CA1
1482,岢,U+5CA2
1483,岨,U+5CA8
1484,岩,U+5CA9
1485,岫,U+5CAB
1486,岱,U+5CB1
1487,岵,U+5CB5
1488,岷,U+5CB7
1489,岸,U+5CB8
1490,岣,U+5CA3
1491,峒,U+5CD2
1492,峙,U+5CD9
1493,峋,U+5CCB
1494,峨,U+5CE8
1495,峭,U+5CED
1496,峯,U+5CEF
1497,島,U+5CF6
1498,峻,U+5CFB
1499,峽,U+5CFD
1500,峓,U+5CD3
1501,峴,U+5CF4
1502,峹,U+5CF9
1503,峢,U+5CE2
1504,崇,U+5D07
1505,崎,U+5D0E
1506,崐,U+5D10
1507,崑,U+5D11
1508,崔,U+5D14
1509,崖,U+5D16
1510,崙,U+5D19
1511,崗,U+5D17
1512,崛,U+5D1B
1513,崢,U+5D22
1514,崩,U+5D29
1515,崚,U+5D1A
1516,崧,U+5D27
1517,崦,U+5D26
1518,嵇,U+5D47
1519,崿,U+5D3F
1520,嵋,U+5D4B
1521,嵫,U+5D6B
1522,嵊,U+5D4A
1523,嵌,U+5D4C
1524,崶,U+5D36
1525,嵎,U+5D4E
1526,嵐,U+5D50
1527,嵒,U+5D52
1528,崱,U+5D31
1529,嵩,U+5D69
1530,嶁,U+5D81
1531,嵬,U+5D6C
1532,嵯,U+5D6F
1533,嵾,U+5D7E
1534,嶂,U+5D82
1535,嶄,U+5D84
1536,嶇,U+5D87
1537,嶒,U+5D92
1538,嶔,U+5D94
1539,嶸,U+5DB8
1540,嶠,U+5DA0
1541,嶞,U+5D9E
1542,嶧,U+5DA7
1543,嶙,U+5D99
1544,嶷,U+5DB7
1545,嶺,U+5DBA
1546,嶼,U+5DBC
1547,嶽,U+5DBD
1548,巉,U+5DC9
1549,巋,U+5DCB
1550,巍,U+5DCD
1551,巒,U+5DD2
1552,巘,U+5DD8
1553,巔,U+5DD4
1554,巖,U+5DD6
1555,嶗,U+5D97
1556,巛,U+5DDB
1557,川,U+5DDD
1558,州,U+5DDE
1559,巡,U+5DE1
1560,巢,U+5DE2
1562,工,U+5DE5
1563,左,U+5DE6
1564,巧,U+5DE7
1565,巨,U+5DE8
1566,巫,U+5DEB
1567,差,U+5DEE
1569,己,U+5DF1
1570,巳,U+5DF3
1571,已,U+5DF2
1572,巴,U+5DF4
1573,巵,U+5DF5
1574,巷,U+5DF7
1575,巽,U+5DFD
1577,巾,U+5DFE
1578,帀,U+5E00
1579,市,U+5E02
1580,布,U+5E03
1581,帆,U+5E06
1582,帋,U+5E0B
1583,帑,U+5E11
1584,帕,U+5E15
1585,希,U+5E0C
1586,帖,U+5E16
1587,帗,U+5E17
1588,帘,U+5E18
1589,帙,U+5E19
1590,帚,U+5E1A
1591,帛,U+5E1B
1592,帔,U+5E14
1593,帝,U+5E1D
1594,帡,U+5E21
1595,帟,U+5E1F
1596,帥,U+5E25
1597,師,U+5E2B
1598,席,U+5E2D
1599,帨,U+5E28
1600,帳,U+5E33
1601,帶,U+5E36
1602,帷,U+5E37
1603,常,U+5E38
1604,帽,U+5E3D
1605,幃,U+5E43
1606,幄,U+5E44
1607,幅,U+5E45
1608,幀,U+5E40
1609,幋,U+5E4B
1610,幌,U+5E4C
1611,幔,U+5E54
1612,幕,U+5E55
1613,幗,U+5E57
1614,幘,U+5E58
1615,幟,U+5E5F
1616,幡,U+5E61
1617,幢,U+5E62
1618,幣,U+5E63
1619,幪,U+5E6A
1620,幫,U+5E6B
1621,幬,U+5E6C
1622,幭,U+5E6D
1623,幯,U+5E6F
1624,幰,U+5E70
1625,幛,U+5E5B
1626,干,U+5E72
1627,平,U+5E73
1628,年,U+5E74
1629,幷,U+5E77
1630,幸,U+5E78
1631,幹,U+5E79
1633,幺,U+5E7A
1634,幻,U+5E7B
1635,幼,U+5E7C
1636,幽,U+5E7D
1637,幾,U+5E7E
1639,广,U+5E7F
1640,庀,U+5E80
1641,庄,U+5E84
1642,庇,U+5E87
1643,床,U+5E8A
1644,庋,U+5E8B
1645,序,U+5E8F
1646,底,U+5E95
1647,庖,U+5E96
1648,店,U+5E97
1649,庚,U+5E9A
1650,府,U+5E9C
1651,庠,U+5EA0
1652,庥,U+5EA5
1653,度,U+5EA6
1654,座,U+5EA7
1655,庫,U+5EAB
1656,庭,U+5EAD
1657,庳,U+5EB3
1658,庵,U+5EB5
1659,庶,U+5EB6
1660,康,U+5EB7
1661,庸,U+5EB8
1662,庾,U+5EBE
1663,庬,U+5EAC
1664,庴,U+5EB4
1665,廁,U+5EC1
1666,廂,U+5EC2
1667,廌,U+5ECC
1668,廑,U+5ED1
1669,廈,U+5EC8
1670,廉,U+5EC9
1671,廊,U+5ECA
1672,廋,U+5ECB
1673,廏,U+5ECF
1674,廓,U+5ED3
1675,廖,U+5ED6
1676,廚,U+5EDA
1677,廕,U+5ED5
1678,廝,U+5EDD
1679,廛,U+5EDB
1680,廟,U+5EDF
1681,廠,U+5EE0
1682,廡,U+5EE1
1683,廢,U+5EE2
1684,廣,U+5EE3
1685,廨,U+5EE8
1686,廩,U+5EE9
1687,廬,U+5EEC
1688,廱,U+5EF1
1689,廳,U+5EF3
1690,龐,U+9F90
1692,廴,U+5EF4
1693,延,U+5EF6
1694,廷,U+5EF7
1695,廹,U+5EF9
1696,建,U+5EFA
1697,廻,U+5EFB
1698,廼,U+5EFC
1699,廾,U+5EFE
1700,廿,U+5EFF
1701,弁,U+5F01
1702,弄,U+5F04
1703,弇,U+5F07
1704,弈,U+5F08
1705,弊,U+5F0A
1707,弋,U+5F0B
1708,弍,U+5F0D
1709,式,U+5F0F
1710,弑,U+5F11
1712,弓,U+5F13
1713,弔,U+5F14
1714,引,U+5F15
1715,弗,U+5F17
1716,弛,U+5F1B
1717,弟,U+5F1F
1718,弢,U+5F22
1719,弣,U+5F23
1720,弦,U+5F26
1721,弧,U+5F27
1722,弩,U+5F29
1723,弤,U+5F24
1724,弨,U+5F28
1725,弭,U+5F2D
1726,弱,U+5F31
1727,弰,U+5F30
1728,張,U+5F35
1729,彄,U+5F44
1730,強,U+5F37
1731,弸,U+5F38
1732,弼,U+5F3C
1733,彀,U+5F40
1734,彈,U+5F48
1735,彊,U+5F4A
1736,彌,U+5F4C
1737,彎,U+5F4E
1738,弘,U+5F18
1739,彐,U+5F50
1740,彖,U+5F56
1741,彗,U+5F57
1742,彘,U+5F58
1743,彙,U+5F59
1744,彝,U+5F5D
1745,彠,U+5F60
1747,彡,U+5F61
1748,形,U+5F62
1749,彤,U+5F64
1750,彥,U+5F65
1751,彧,U+5F67
1752,彩,U+5F69
1753,彪,U+5F6A
1754,彫,U+5F6B
1755,彬,U+5F6C
1756,彭,U+5F6D
1757,彰,U+5F70
1758,影,U+5F71
1759,彲,U+5F72
1761,彳,U+5F73
1762,彷,U+5F77
1763,役,U+5F79
1764,彼,U+5F7C
1765,彿,U+5F7F
1766,往,U+5F80
1767,征,U+5F81
1768,徂,U+5F82
1769,待,U+5F85
1770,徇,U+5F87
1771,很,U+5F88
1772,徉,U+5F89
1773,徊,U+5F8A
1774,律,U+5F8B
1775,後,U+5F8C
1776,徐,U+5F90
1777,徑,U+5F91
1778,徒,U+5F92
1779,得,U+5F97
1780,徘,U+5F98
1781,徙,U+5F99
1782,徜,U+5F9C
1783,從,U+5F9E
1784,徠,U+5FA0
1785,御,U+5FA1
1786,徧,U+5FA7
1787,徨,U+5FA8
1788,復,U+5FA9
1789,循,U+5FAA
1790,徬,U+5FAC
1791,徭,U+5FAD
1792,微,U+5FAE
1793,徯,U+5FAF
1794,徵,U+5FB5
1795,德,U+5FB7
1796,徹,U+5FB9
1797,徼,U+5FBC
1798,徽,U+5FBD
1800,心,U+5FC3
1801,必,U+5FC5
1802,忉,U+5FC9
1803,忌,U+5FCC
1804,忍,U+5FCD
1805,忒,U+5FD2
1806,忖,U+5FD6
1807,志,U+5FD7
1808,忘,U+5FD8
1809,忐,U+5FD0
1810,忑,U+5FD1
1811,忙,U+5FD9
1812,忝,U+5FDD
1813,忠,U+5FE0
1814,忡,U+5FE1
1815,忪,U+5FEA
1816,快,U+5FEB
1817,忭,U+5FED
1818,忮,U+5FEE
1819,念,U+5FF5
1820,忱,U+5FF1
1821,忸,U+5FF8
1822,忤,U+5FE4
1823,忻,U+5FFB
1824,忽,U+5FFD
1825,忿,U+5FFF
1826,怍,U+600D
1827,怎,U+600E
1828,怏,U+600F
1829,怒,U+6012
1830,怕,U+6015
1831,怖,U+6016
1832,怗,U+6017
1833,怙,U+6019
1834,怛,U+601B
1835,思,U+601D
1836,怠,U+6020
1837,怡,U+6021
1838,急,U+6025
1839,怦,U+6026
1840,性,U+6027
1841,怨,U+6028
1842,怩,U+6029
1843,怪,U+602A
1844,怫,U+602B
1845,怯,U+602F
1846,怱,U+6031
1847,怵,U+6035
1848,怈,U+6008
1849,怳,U+6033
1850,怔,U+6014
1851,恁,U+6041
1852,恂,U+6042
1853,恃,U+6043
1854,恆,U+6046
1855,恇,U+6047
1856,恌,U+604C
1857,恍,U+604D
1858,恐,U+6050
1859,恕,U+6055
1860,恙,U+6059
1861,恚,U+605A
1862,恝,U+605D
1863,恢,U+6062
1864,恣,U+6063
1865,恤,U+6064
1866,恥,U+6065
1867,恧,U+6067
1868,恨,U+6068
1869,恩,U+6069
1870,恪,U+606A
1871,恫,U+606B
1872,恭,U+606D
1873,息,U+606F
1874,恰,U+6070
1875,悃,U+6083
1876,恉,U+6049
1877,悄,U+6084
1878,悦,U+60A6
1879,悌,U+608C
1880,悍,U+608D
1881,悒,U+6092
1882,悔,U+6094
1883,悖,U+6096
1884,悚,U+609A
1885,悉,U+6089
1886,悛,U+609B
1887,悝,U+609D
1888,悞,U+609E
1889,悟,U+609F
1890,悠,U+60A0
1891,患,U+60A3
1892,悤,U+60A4
1893,悁,U+6081
1894,悱,U+60B1
1895,惪,U+60EA
1896,悲,U+60B2
1897,悴,U+60B4
1898,悵,U+60B5
1899,悶,U+60B6
1900,悸,U+60B8
1901,悻,U+60BB
1902,悼,U+60BC
1903,悽,U+60BD
1904,悾,U+60BE
1905,惄,U+60C4
1906,情,U+60C5
1907,惆,U+60C6
1908,惇,U+60C7
1909,惎,U+60CE
1910,惑,U+60D1
1911,惓,U+60D3
1912,惕,U+60D5
1913,惘,U+60D8
1914,惙,U+60D9
1915,惚,U+60DA
1916,惛,U+60DB
1917,惜,U+60DC
1918,惝,U+60DD
1919,惟,U+60DF
1920,惠,U+60E0
1921,惡,U+60E1
1922,悰,U+60B0
1923,惋,U+60CB
1924,惰,U+60F0
1925,惱,U+60F1
1926,惲,U+60F2
1927,想,U+60F3
1928,惴,U+60F4
1929,惶,U+60F6
1930,惸,U+60F8
1931,惹,U+60F9
1932,惺,U+60FA
1933,惻,U+60FB
1934,愀,U+6100
1935,愁,U+6101
1936,愆,U+6106
1937,愈,U+6108
1938,愉,U+6109
1939,愊,U+610A
1940,愍,U+610D
1941,愎,U+610E
1942,意,U+610F
1943,愒,U+6112
1944,愔,U+6114
1945,愕,U+6115
1946,愚,U+611A
1947,愛,U+611B
1948,愜,U+611C
1949,感,U+611F
1950,愠,U+6120
1951,愧,U+6127
1952,慤,U+6164
1953,愫,U+612B
1954,愬,U+612C
1955,愴,U+6134
1956,愷,U+6137
1957,慎,U+614E
1958,愾,U+613E
1959,愿,U+613F
1960,慂,U+6142
1961,慄,U+6144
1962,慆,U+6146
1963,慇,U+6147
1964,慈,U+6148
1965,慊,U+614A
1966,態,U+614B
1967,慌,U+614C
1968,慁,U+6141
1969,慓,U+6153
1970,慕,U+6155
1971,慘,U+6158
1972,慙,U+6159
1973,慝,U+615D
1974,慚,U+615A
1975,慟,U+615F
1976,慢,U+6162
1977,慣,U+6163
1978,慩,U+6169
1979,慧,U+6167
1980,慨,U+6168
1981,慫,U+616B
1982,慮,U+616E
1983,慰,U+6170
1984,慳,U+6173
1985,慴,U+6174
1986,慵,U+6175
1987,慶,U+6176
1988,慷,U+6177
1989,慼,U+617C
1990,慾,U+617E
1991,憁,U+6181
1992,憂,U+6182
1993,慥,U+6165
1994,憊,U+618A
1995,憐,U+6190
1996,憑,U+6191
1997,憔,U+6194
1998,憚,U+619A
1999,憎,U+618E
2000,憝,U+619D
2001,憤,U+61A4
2002,憧,U+61A7
2003,憨,U+61A8
2004,憩,U+61A9
2005,憬,U+61AC
2006,憫,U+61AB
2007,憮,U+61AE
2008,憯,U+61AF
2009,憲,U+61B2
2010,憍,U+618D
2011,憶,U+61B6
2012,憸,U+61B8
2013,憾,U+61BE
2014,懃,U+61C3
2015,懆,U+61C6
2016,懂,U+61C2
2017,懇,U+61C7
2018,懈,U+61C8
2019,應,U+61C9
2020,懊,U+61CA
2021,懋,U+61CB
2022,懌,U+61CC
2023,懍,U+61CD
2024,懓,U+61D3
2025,憒,U+6192
2026,憗,U+6197
2027,憦,U+61A6
2028,憏,U+618F
2029,懟,U+61DF
2030,懣,U+61E3
2031,懥,U+61E5
2032,懦,U+61E6
2033,懲,U+61F2
2034,懿,U+61FF
2035,懵,U+61F5
2036,懶,U+61F6
2037,懷,U+61F7
2038,懸,U+61F8
2039,懺,U+61FA
2040,懼,U+61FC
2041,懽,U+61FD
2042,懾,U+61FE
2043,戀,U+6200
2044,戁,U+6201
2045,戇,U+6207
2046,慜,U+615C
2047,戈,U+6208
2048,戊,U+620A
2049,戌,U+620C
2050,戍,U+620D
2051,戎,U+620E
2052,成,U+6210
2053,我,U+6211
2054,戒,U+6212
2055,戔,U+6214
2056,戕,U+6215
2057,或,U+6216
2058,戚,U+621A
2059,戛,U+621B
2060,戟,U+621F
2061,戢,U+6222
2062,戥,U+6225
2063,戡,U+6221
2064,戣,U+6223
2065,戩,U+6229
2066,截,U+622A
2067,戳,U+6233
2068,戮,U+622E
2069,戰,U+6230
2070,戲,U+6232
2071,戴,U+6234
2072,戤,U+6224
2073,戸,U+6238
2074,戾,U+623E
2075,房,U+623F
2076,所,U+6240
2077,戽,U+623D
2078,扁,U+6241
2079,扃,U+6243
2080,扅,U+6245
2081,扆,U+6246
2082,扇,U+6247
2083,扈,U+6248
2084,扉,U+6249
2085,扊,U+624A
2087,手,U+624B
2088,才,U+624D
2089,扎,U+624E
2090,扑,U+6251
2091,扒,U+6252
2092,打,U+6253
2093,扐,U+6250
2094,托,U+6258
2095,扛,U+625B
2096,扠,U+6260
2097,扢,U+6262
2098,扦,U+6266
2099,扣,U+6263
2100,扭,U+626D
2101,扮,U+626E
2102,扯,U+626F
2103,扱,U+6271
2104,扳,U+6273
2105,扶,U+6276
2106,批,U+6279
2107,抵,U+62B5
2108,扼,U+627C
2109,找,U+627E
2110,承,U+627F
2111,技,U+6280
2112,抃,U+6283
2113,抄,U+6284
2114,抆,U+6286
2115,抉,U+6289
2116,把,U+628A
2117,抑,U+6291
2118,抒,U+6292
2119,抓,U+6293
2120,抔,U+6294
2121,投,U+6295
2122,抖,U+6296
2123,抗,U+6297
2124,折,U+6298
2125,抨,U+62A8
2126,披,U+62AB
2127,抬,U+62AC
2128,抱,U+62B1
2129,抶,U+62B6
2130,抹,U+62B9
2131,押,U+62BC
2132,抽,U+62BD
2133,拂,U+62C2
2134,拄,U+62C4
2135,拆,U+62C6
2136,拇,U+62C7
2137,担,U+62C5
2138,拈,U+62C8
2139,拉,U+62C9
2140,拊,U+62CA
2141,拋,U+62CB
2142,拌,U+62CC
2143,拍,U+62CD
2144,拏,U+62CF
2145,拐,U+62D0
2146,拑,U+62D1
2147,拒,U+62D2
2148,拓,U+62D3
2149,拔,U+62D4
2150,拕,U+62D5
2151,拖,U+62D6
2152,拗,U+62D7
2153,拘,U+62D8
2154,拙,U+62D9
2155,拚,U+62DA
2156,招,U+62DB
2157,拜,U+62DC
2158,扤,U+6264
2159,拮,U+62EE
2160,拭,U+62ED
2161,括,U+62EC
2162,拱,U+62F1
2163,拯,U+62EF
2164,拳,U+62F3
2165,拴,U+62F4
2166,拷,U+62F7
2167,拽,U+62FD
2168,拾,U+62FE
2169,拿,U+62FF
2170,持,U+6301
2171,挂,U+6302
2172,指,U+6307
2173,挈,U+6308
2174,按,U+6309
2175,挍,U+630D
2176,挑,U+6311
2177,挖,U+6316
2178,拼,U+62FC
2179,挨,U+6328
2180,挪,U+632A
2181,挫,U+632B
2182,振,U+632F
2183,挶,U+6336
2184,挹,U+6339
2185,挺,U+633A
2186,挼,U+633C
2187,挽,U+633D
2188,挾,U+633E
2189,捄,U+6344
2190,捆,U+6346
2191,捉,U+6349
2192,捋,U+634B
2193,捌,U+634C
2194,捍,U+634D
2195,捚,U+635A
2196,捐,U+6350
2197,捓,U+6353
2198,捕,U+6355
2199,挲,U+6332
2200,捎,U+634E
2201,捧,U+6367
2202,捨,U+6368
2203,捩,U+6369
2204,捫,U+636B
2205,捬,U+636C
2206,捭,U+636D
2207,据,U+636E
2208,捲,U+6372
2209,捱,U+6371
2210,拼,U+2F8BA
2211,捶,U+6376
2212,捷,U+6377
2213,搸,U+6438
2214,捻,U+637B
2215,捽,U+637D
2216,掀,U+6380
2217,掃,U+6383
2218,掇,U+6387
2219,授,U+6388
2220,掉,U+6389
2221,掊,U+638A
2222,掌,U+638C
2223,掏,U+638F
2224,掎,U+638E
2225,掐,U+6390
2226,排,U+6392
2227,掖,U+6396
2228,掘,U+6398
2229,掛,U+639B
2230,掠,U+63A0
2231,採,U+63A1
2232,探,U+63A2
2233,掣,U+63A3
2234,接,U+63A5
2235,控,U+63A7
2236,推,U+63A8
2237,掩,U+63A9
2238,措,U+63AA
2239,掬,U+63AC
2240,掯,U+63AF
2241,掄,U+6384
2242,掞,U+639E
2243,掔,U+6394
2244,掫,U+63AB
2245,揀,U+63C0
2246,揄,U+63C4
2247,揆,U+63C6
2248,揉,U+63C9
2249,描,U+63CF
2250,揸,U+63F8
2251,提,U+63D0
2252,揷,U+63F7
2253,揖,U+63D6
2254,揚,U+63DA
2255,換,U+63DB
2256,揜,U+63DC
2257,揠,U+63E0
2258,搽,U+643D
2259,握,U+63E1
2260,揣,U+63E3
2261,揩,U+63E9
2262,揪,U+63EA
2263,揭,U+63ED
2264,揮,U+63EE
2265,揲,U+63F2
2266,援,U+63F4
2267,掽,U+63BD
2268,掾,U+63BE
2269,揅,U+63C5
2270,揗,U+63D7
2271,揰,U+63F0
2272,揫,U+63EB
2273,搆,U+6406
2274,㩁,U+3A41
2275,損,U+640D
2276,搏,U+640F
2277,搒,U+6412
2278,搓,U+6413
2279,搔,U+6414
2280,摇,U+6447
2281,搗,U+6417
2282,搜,U+641C
2283,搠,U+6420
2284,搢,U+6422
2285,搥,U+6425
2286,搦,U+6426
2287,搨,U+6428
2288,搪,U+642A
2289,搬,U+642C
2290,搭,U+642D
2291,搴,U+6434
2292,搵,U+6435
2293,搶,U+6436
2294,搐,U+6410
2295,摏,U+644F
2296,搊,U+640A
2297,搘,U+6418
2298,摘,U+6458
2299,摟,U+645F
2300,摠,U+6460
2301,摧,U+6467
2302,摩,U+6469
2303,摭,U+646D
2304,摯,U+646F
2305,摳,U+6473
2306,摶,U+6476
2307,摸,U+6478
2308,摹,U+6479
2309,摺,U+647A
2310,摑,U+6451
2311,摒,U+6452
2312,摛,U+645B
2313,撅,U+6485
2314,摴,U+6474
2315,摽,U+647D
2316,撩,U+64A9
2317,撇,U+6487
2318,撈,U+6488
2319,撐,U+6490
2320,撒,U+6492
2321,撓,U+6493
2322,撕,U+6495
2323,撙,U+6499
2324,撚,U+649A
2325,撝,U+649D
2326,撞,U+649E
2327,撤,U+64A4
2328,撥,U+64A5
2329,撫,U+64AB
2330,播,U+64AD
2331,撮,U+64AE
2332,撰,U+64B0
2333,撲,U+64B2
2334,撬,U+64AC
2335,擫,U+64EB
2336,撱,U+64B1
2337,撻,U+64BB
2338,撼,U+64BC
2339,撾,U+64BE
2340,擁,U+64C1
2341,擂,U+64C2
2342,擄,U+64C4
2343,擅,U+64C5
2344,擇,U+64C7
2345,擊,U+64CA
2346,擋,U+64CB
2347,操,U+64CD
2348,擎,U+64CE
2349,擐,U+64D0
2350,擒,U+64D2
2351,擔,U+64D4
2352,擗,U+64D7
2353,擘,U+64D8
2354,據,U+64DA
2355,擷,U+64F7
2356,攙,U+6519
2357,擠,U+64E0
2358,擡,U+64E1
2359,擢,U+64E2
2360,擣,U+64E3
2361,擦,U+64E6
2362,擬,U+64EC
2363,擯,U+64EF
2364,擱,U+64F1
2365,擥,U+64E5
2366,擭,U+64ED
2367,擲,U+64F2
2368,擴,U+64F4
2369,擺,U+64FA
2370,擻,U+64FB
2371,擾,U+64FE
2372,攀,U+6500
2373,攄,U+6504
2374,攔,U+6514
2375,攖,U+6516
2376,攘,U+6518
2377,攜,U+651C
2378,攝,U+651D
2379,攟,U+651F
2380,攢,U+6522
2381,攣,U+6523
2382,攤,U+6524
2383,攪,U+652A
2384,攫,U+652B
2385,攬,U+652C
2386,攩,U+6529
2387,拃,U+62C3
2388,支,U+652F
2389,攲,U+6532
2391,攴,U+6534
2392,收,U+6536
2393,攷,U+6537
2394,攸,U+6538
2395,改,U+6539
2396,攻,U+653B
2397,放,U+653E
2398,政,U+653F
2399,故,U+6545
2400,效,U+6548
2401,敉,U+6549
2402,敘,U+6558
2403,教,U+6559
2404,敏,U+654F
2405,救,U+6551
2406,敕,U+6555
2407,敖,U+6556
2408,敗,U+6557
2409,敔,U+6554
2410,敂,U+6542
2411,敝,U+655D
2412,敞,U+655E
2413,敢,U+6562
2414,散,U+6563
2415,敦,U+6566
2416,𢿌,U+22FCC
2417,敬,U+656C
2418,敲,U+6572
2419,整,U+6574
2420,敵,U+6575
2421,敷,U+6577
2422,數,U+6578
2423,敺,U+657A
2424,斁,U+6581
2425,斂,U+6582
2426,斃,U+6583
2427,斅,U+6585
2428,敭,U+656D
2429,文,U+6587
2430,斌,U+658C
2431,斐,U+6590
2432,斑,U+6591
2433,斕,U+6595
2435,斗,U+6597
2436,料,U+6599
2437,斛,U+659B
2438,斜,U+659C
2439,斝,U+659D
2440,斟,U+659F
2441,斡,U+65A1
2442,斢,U+65A2
2443,斤,U+65A4
2444,斥,U+65A5
